cve_edo,Municipio,PD1,PD2,PD3,Total
8, JUAREZ,158514.47,18427295.88,387260102.05,405845912.4
8, JULIMES,229950.05,534766.82,21503.48,786220.35
8, MADERA,275400,2589919.68,671176.58,3536496.26
8, MANUEL BENAVIDES,0,0,793542.41,793542.41
8, MATACHIC,0,67247.33,0,67247.33
8, MEOQUI,186065,4153430.99,23745533.65,28085029.64
8, NAMIQUIPA,249905.35,15724991.06,3578392.05,19553288.46
8, NUEVO CASAS GRANDE,7517202.61,16271849.64,91999826.12,115788878.37
8, OJINAGA,2265669.61,37784894.22,107673086.31,147723650.14
8, PRAXEDIS G GUERRER,0,0,1605690,1605690
8, RIVA PALACIO,66173.8,0,144026.35,210200.15
8, ROSALES,104225.48,663066.44,998406.86,1765698.78
8, SAN FRANCISCO DE B,0,44535.16,1388140.78,1432675.94
8, SAN FRANCISCO DE C,0,908552.83,961883.63,1870436.46
8, SAN FRANCISCO DEL ,0,0,3930.84,3930.84
8, SANTA BARBARA,9694228.52,0,851536.02,10545764.54
8, SATEVO,0,20339.95,1440117.69,1460457.64
8, SAUCILLO,571730.09,2885668.05,5755621.18,9213019.32
8, TEMOSACHIC,0,32933.12,3044670.63,3077603.75
8, AHUMADA,812474.96,129940.67,38758899.83,39701315.46
8, CORONADO,87408,1317219.83,17292.41,1421920.24
8, LOPEZ,108668,502638.61,36506.42,647813.03
8, MATAMOROS,0,2054260.6,2505014.01,4559274.61
8, VALLE DE ZARAGOZA,0,136982.23,6512675.69,6649657.92
5, ABASOLO,0,0,200908.96,200908.96
5, ACUNA,286210.7,0,0,286210.7
5, ALLENDE,0,0,43434.05,43434.05
5, ARTEAGA,50000,5948456.25,56082202.08,62080658.33
5, CANDELA,372.62,0,0,372.62
5, CASTANOS,312199.47,322903.85,14899.13,650002.45
5, CUATROCIENEGAS,0,0,66113.54,66113.54
5, GALEANA,324349.16,19525.38,137990252.69,138334127.23
5, GENERAL CEPEDA,1760840.92,686104.6,2067999.99,4514945.51
5, JIMENEZ,333211.38,0,10937.12,344148.5
5, MATAMOROS,145777.46,296627,72098753.09,72541157.55
5, MONCLOVA,0,5000000,0,5000000
5, MORELOS,0,1569351.34,0,1569351.34
5, MUZQUIZ,0,2112065.32,2458059.32,4570124.64
5, NADADORES,10217.37,8189.17,0,18406.54
5, OCAMPO,0,0,16323.05,16323.05
5, PARRAS,1661558.7,5670873.2,8393096.37,15725528.27
5, PIEDRAS NEGRAS,0,0,88060.18,88060.18
5, RAMOS ARIZPE,449063.01,0,84862537.47,85311600.48
5, SACRAMENTO,0,0,2924.33,2924.33
5, SALTILLO,2968874.95,6446438.69,67770558.84,77185872.48
5, SAN BUENAVENTURA,11260.54,1842617.69,510892.86,2364771.09
5, SAN JUAN DE SABINA,0,0,601950.09,601950.09
5, TORREON,1117335420.34,26092768.05,783065851.4,1926494039.79
5, FRONTERA,0,0,6165.19,6165.19
5, VILLA UNION,0,0,14217970,14217970
5, ZARAGOZA,0,0,15138145.95,15138145.95
6, ARMERIA,31388799.03,0,0,31388799.03
6, COLIMA,29556943.95,53214765.69,73913746.61,156685456.25
6, COMALA,37996000,5451.98,0,38001451.98
6, COQUIMATLAN,8131754.28,108449.6,45835.88,8286039.76
6, CUAUHTEMOC,95613071.85,20474949.04,10371883.33,126459904.22
