cve_edo,Municipio,PD1,PD2,PD3,Total
21, TEPEXI DE RODRIGUE,39,0,4,43
21, TEPEYAHUALCO,160,47,16,223
21, TEPEYAHUALCO CUAUH,0,0,0,0
21, TETELA DE OCAMPO,8,7,14,29
21, TETELES DE AVILA C,0,0,1,1
21, TEZIUTLAN,277,10,0,287
21, TIANGUISMANALCO,0,0,0,0
21, TILAPA,0,0,3,3
21, TLACHICHUCA,87,13,2,102
21, TLACOTEPEC DE BENI,0,121,0,121
21, TLACUILOTEPEC,0,3,0,3
21, TLAHUAPAN,120,69,1,190
21, TLANEPANTLA,0,0,0,0
21, TLAOLA,0,0,0,0
21, TLAPANALA,0,8,0,8
21, TLATLAUQUITEPEC,86,20,1,107
21, TLAXCO,0,4,0,4
21, TOCHIMILCO,0,1,0,1
21, TOCHTEPEC,6,0,0,6
21, TULCINGO,2,0,0,2
21, VENUSTIANO CARRANZ,0,18,0,18
21, VICENTE GUERRERO,0,0,0,0
21, XICOTEPEC,270,231,7,508
21, XICOTLAN,0,0,0,0
21, XIUTETELCO,0,0,0,0
21, XOCHILTEPEC,0,0,0,0
21, XOCHITLAN TODOS SA,121,0,0,121
21, YAHUALTEPEC,0,10,1,11
21, ZACAPALA,0,0,0,0
21, ZACAPOAXTLA,38,1,0,39
21, ZACATLAN,429,62,1,492
21, ZAPOTITLAN,0,0,0,0
21, ZARAGOZA,10,2,0,12
21, ZAUTLA,28,9,0,37
21, ZIHUATEUTLA,141,0,26,167
21, ZINACANTEPEC,294,37,2,333
21, ZONGOZOTLA,0,6,0,6
22, AMEALCO,25,9,15,49
22, PINAL DE AMOLES,4,1,1,6
22, ARROYO SECO,76,27,41,144
22, CADEREYTA DE MONTE,21,23,13,57
22, COLON,27,8,157,192
22, CORREGIDORA,550,408,110,1068
22, EZEQUIEL MONTES,62,3,212,277
22, HUIMILPAN,533,2,66,601
22, JALPAN DE SERRA,360,121,24,505
22, LANDA DE MATAMOROS,15,0,3,18
22, EL MARQUES,1001,887,159,2047
22, PEDRO ESCOBEDO,1153,12,24,1189
22, PENAMILLER,6,4,8,18
22, QUERETARO,1041,408,2525,3974
22, SAN JOAQUIN,4,3,14,21
22, SAN JUAN DEL RIO,1086,6,33,1125
22, TEQUISQUIAPAN,215,6,11,232
22, TOLIMAN,14,2,11,27
23, BENITO JUAREZ,0,0,44,44
23, JOSE MARIA MORELOS,0,255,0,255
23, COZUMEL,0,0,0,0
23, FELIPE CARRILLO PU,145,474,0,619
23, ISLA MUJERES,0,9,0,9
23, LAZARO CARDENAS,458,64,3,525
23, OTHON P BLANCO,24269,9111,957,34337
23, SOLIDARIDAD,0,286,24,310
24, AHUALULCO,0,0,0,0
24, ALAQUINES,0,3,0,3
24, AQUISMON,1,0,5,6
24, ARMADILLO DE LOS I,0,0,0,0
24, CARDENAS,0,0,0,0
24, CATORCE,0,0,0,0
24, CIUDAD FERNANDEZ,19,1,0,20
24, CEDRAL,0,0,0,0
24, CERRITOS,0,0,0,0
24, CHARCAS,0,0,0,0
24, CIUDAD VALLES,1910,405,69,2384
24, CIUDAD DEL MAIZ,10711,840,63,11614
24, EBANO,397,312,7,716
24, CIUDAD SANTOS,0,0,1,1
24, GUADALCAZAR,454,1,0,455
24," VILLA DE ARISTA, S",0,0,0,0
24, VILLA DE GUADALUPE,16,7,3,26
24, HUEHUETAN,0,0,0,0
24, LAGUNILLAS,0,0,0,0
24, MATEHUALA,133,3,1,137
24, MEXQUITIC,35,0,0,35
24, MOCTEZUMA,0,5,0,5
24, VILLA DE LA PAZ,0,0,0,0
24, SAN CIRO ACOSTA,0,0,0,0
24, VILLA DE RAMOS,171,3,13,187
24, RAYON,0,0,0,0
24, RIOVERDE,1470,16,18,1504
24, SAN NICOLAS TOLENT,0,0,0,0
24, SALINAS,0,0,0,0
24, SAN LUIS POTOSI,1899,1203,109,3211
24, SANTA CATARINA,0,0,0,0
24, SANTO DOMINGO,0,0,0,0
24, SOLEDAD DIEZ GUTIE,19,12,0,31
24, TAMASOPO,1669,53,10,1732
24, TAMAZUNCHALE,0,0,1,1
24, TAMPACAN,0,0,1,1
24, TAMPAMOLON,0,0,0,0
24, TAMUIN,0,13,139,152
24, SAN VICENTE TANCUY,0,0,5,5
24, TANLAJAS,1,0,1,2
24, TANQUIAN DE ESCOBE,11,54,7,72
24, TIERRANUEVA,1,0,0,1
24, VENADO,0,1,1,2
24, VENEGAS,0,0,0,0
24, VILLA DE ARRIAGA,115,1,4,120
24, VILLA HIDALGO,10,0,1,11
24, VILLA DE ARISTA,0,0,0,0
24, VILLA DE REYES,14,0,8,22
24, VILLA JUAREZ,0,0,0,0
24, VILLA DE ZARAGOZA,0,3,0,3
25, AHOME,12327,2195,1839,16361
25, ANGOSTURA,624,102,53,779
25, BADIRAGUATO,0,0,1,1
25, CHOIX,0,0,0,0
25, COSALA,0,0,1,1
25, CULIACAN,9045,7673,1991,18709
25, EL FUERTE,396,121,94,611
25, ELOTA,214,106,129,449
25, ESCUINAPA,62,0,6,68
25, GUASAVE,2408,2053,840,5301
25, MAZATLAN,1371,582,741,2694
25, MOCORITO,40,0,0,40
25, NAVOLATO,1109,499,1329,2937
25, ROSARIO,314,2,5,321
25, SALVADOR ALVARADO,292,212,389,893
25, SAN IGNACIO,0,0,3,3
25, SINALOA,309,57,54,420
26, ACONCHI,52,14,9,75
26, AGUA PRIETA,1,3,8,12
26, ALAMOS,135,23,4,162
26, ALTAR,0,1,0,1
26, ARIVECHI,6,5,0,11
26, ARIZPE,21,12,1,34
26, ATIL,0,9,2,11
26, BACADEHUACHI,56,7,2,65
26, BACANORA,10,18,0,28
26, BACERAC,0,1,0,1
26, BACUM,2,12,44,58
26, BANAMICHI,61,5,4,70
26, BAVIACORA,12,15,1,28
26, BAVISPE,8,7,0,15
26, BENITO JUAREZ,0,1,0,1
26, BENJAMIN HILL,0,2,0,2
26, CABORCA,227,1140,138,1505
26, CAJEME,1203,773,2176,4152
26, CANANEA,0,0,1,1
26, CARBO,22,7,2,31
26, LA COLORADA,7,48,2,57
26, CUCURPE,1,0,6,7
26, CUMPAS,24,10,1,35
26, DIVISADEROS,8,14,0,22
26, EMPALME,0,23,49,72
26, ETCHOJOA,252,11,41,304
26, FRONTERAS,2,6,1,9
26, GRANADOS,0,1,0,1
26, GUAYMAS,480,36,397,913
26, SAN IGNACIO RIO MU,88,0,7,95
26, HERMOSILLO,2053,2242,744,5039
26, HUACHINERA,0,5,0,5
26, HUASABAS,0,3,0,3
26, HUATABAMPO,46,62,188,296
26, HUEPAC,0,10,2,12
26, IMURIS,0,0,0,0
26, MAGDALENA,0,2,19,21
26, MAZATAN,1,3,1,5
26, MOCTEZUMA,1,9,1,11
26, NACO,0,2,0,2
26, NACORI CHICO,46,23,1,70
26, NAVOJOA,430,223,370,1023
26, NOGALES,0,9,0,9
26, ONAVAS,14,13,0,27
26, OPODEPE,0,14,0,14
26, VILLA HIDALGO,0,0,0,0
26, OQUITOA,0,1,0,1
26, PITIQUITO,3,10,0,13
26, PUERTO PENASCO,0,0,8,8
26, QUIRIEGO,16,1,7,24
26, RAYON,0,5,6,11
26, ROSARIO,138,26,2,166
26, SAHUARIPA,27,41,3,71
26, SAN FELIPE,0,1,0,1
26, SAN JAVIER,5,0,0,5
26, SAN LUIS RIO COLOR,267,261,90,618
26, SAN MIGUEL DE HORC,4,5,2,11
26, SAN PEDRO DE LA CU,0,5,0,5
26, SANTA ANA,1,1,1,3
26, SANTA CRUZ,0,0,0,0
26, SARIC,1,6,0,7
26, SOYOPA,13,11,0,24
26, SUAQUI GRANDE,26,10,0,36
26, TEPACHE,0,1,0,1
26, TRINCHERAS,0,1,6,7
26, TUBUTAMA,0,1,0,1
26, URES,14,60,2,76
26, VILLA PESQUEIRA,65,32,1,98
26, YECORA,53,27,4,84
27, BALANCAN,1371,269,39,1679
27, CARDENAS,3737,1290,197,5224
27, CENTLA,27,561,0,588
27, CENTRO,1413,3104,518,5035
27, COMALCALCO,4982,312,23,5317
27, CUNDUACAN,43,142,0,185
27, EMILIANO ZAPATA,1436,1348,67,2851
27, HUIMANGUILLO,1387,373,13,1773
27, JALAPA,0,0,0,0
27, JALPA DE MENDEZ,0,1,1,2
27, JONUTA,2734,167,20,2921
27, MACUSPANA,46,77,57,180
27, NACAJUCA,0,1,0,1
27, PARAISO,0,162,0,162
27, TEAPA TAB,0,360,2,362
27, TENOSIQUE,1052,358,53,1463
27, TACOTALPA TAB,0,0,0,0
28, ABASOLO,346,16,173,535
28, ALDAMA,5,42,215,262
28, ALTAMIRA,3,4,24,31
28, ANTIGUO MORELOS,0,1,0,1
28, BURGOS,2,18,1,21
28, BUSTAMANTE,0,0,0,0
28, CAMARGO,54,16,5,75
28, CASAS,0,0,3,3
28, CIUDAD MADERO,0,0,0,0
28, CRUILLAS,0,1,1,2
28, GUSTAVO DIAZ ORDAZ,87,5,1,93
28, GOMEZ FARIAS,0,0,2,2
28, GONZALEZ,36,11,81,128
28, GUEMEZ,0,0,1,1
28, HIDALGO,3,1,13,17
28, JAUMAVE,0,0,0,0
28, JIMENEZ,0,0,14,14
28, LLERA,0,0,1,1
28, MANTE,1855,2195,252,4302
28, MATAMOROS,640,273,490,1403
28, MENDEZ,5355,41,20,5416
28, MIER,0,0,14,14
28, MIGUEL ALEMAN,0,0,0,0
28, MIQUIHUANA,0,0,0,0
28, NUEVO MORELOS,0,0,0,0
28, OCAMPO,655,416,2,1073
28, PADILLA,0,0,37,37
28, REYNOSA,227,49,505,781
28, RIO BRAVO,3072,167,393,3632
28, SAN CARLOS,0,39,4,43
28, SAN FERNANDO,333,197,229,759
28, SOTO LA MARINA,68,9,28,105
28, TAMPICO,418,302,122,842
28, TULA,0,0,0,0
28, VALLE HERMOSO,871,197,697,1765
28, VICTORIA,191,20,66,277
28, VILLAGRAN,0,0,0,0
28, XICOTENCATL,1177,733,270,2180
29, AMAXAC DE GUERRERO,0,1,0,1
29, ANTONIO CARBAJAL,0,20,0,20
29, ATLANGATEPEC,12,9,2,23
29, ATLZAYANCA,163,41,3,207
29, APIZACO,43,25,8,76
29, CALPULALPAN,761,6,4,771
29, EL CARMEN,82,85,0,167
29, CHIAUTEMPAN,20,17,2,39
29, CUAPIAXTLA,148,20,2,170
29, CUAXOMULCO,7,0,2,9
29, DOMINGO ARENAS,24,10,0,34
29, ESPANITA,14,6,0,20
29, HUAMANTLA,110,238,8,356
29, HUEYOTLIPAN,37,4,0,41
29, IXTACUIXTLA,29,43,0,72
29, IXTENCO,69,0,0,69
29, JUAN CUAMATZI,0,0,1,1
29, LARDIZABAL,0,22,0,22
29, LAZARO CARDENAS,15,27,0,42
29, MARIANO ARISTA,52,15,0,67
29, NATIVITAS,21,19,1,41
29, PANOTLA,10,11,0,21
29, SAN PABLO DEL MONT,0,0,3,3
29, SANTA CRUZ TLAXCAL,4,37,0,41
29, TOCATLAN,10,2,3,15
29, TENANCINGO,8,0,0,8
29, TEPEYANCO,0,0,0,0
29, TERRENATE,15,20,2,37
29, TETLA,9,0,0,9
29, TETLATLAHUACA,17,0,0,17
29, TLAXCALA,22,0,0,22
29, TLAXCO,257,119,22,398
29, TRINIDAD SANCHEZ S,9,8,0,17
29, TZOMPANTEPEC,71,0,0,71
29, XALOZTOC,59,4,0,63
29, XALTOCAN,19,13,0,32
29, XICOHTENCATL,1,8,2,11
29, YAUHQUEMEHCAN,2,1,0,3
29, ZACATELCO,8,2,2,12
30, ACAYUCAN,7982,1722,37,9741
30, ACTOPAN,600,0,1,601
30, ACULA,0,0,0,0
30, ACULTZINGO,0,1,0,1
30, ADALBERTO TEJEDA,0,0,4,4
30, ALTO LUCERO,0,0,0,0
30, ALTOTONGA,0,0,0,0
30, ALVARADO,0,13,0,13
30, AMATITLAN,0,0,5,5
30, AMATLAN DE LOS REY,348,20,7,375
30, AMATLAN DE LOS NAR,0,0,0,0
30, ANGEL R CABADA,0,0,0,0
30, LA ANTIGUA,1928,181,47,2156
30, ATLAHUILCO,0,0,0,0
30, ATOYAC,2334,1025,0,3359
30, ATZACAN,25,0,0,25
30, ATZALAN,391,0,0,391
30, AXOCUAPAN,0,0,0,0
30, AYAHUALULCO,0,0,0,0
30, BENITO JUAREZ,0,0,0,0
30, BOCA DEL RIO,13,23,9,45
30, CAMERINO Z MENDOZA,128,68,0,196
30, CARRILO PUERTO,0,0,0,0
30, CATEMACO,0,0,0,0
30, CAZONES,1265,0,0,1265
30, CERRO AZUL,0,0,0,0
30, CHACALTIANGUIS,0,0,2,2
30, CHALMA,0,0,0,0
30, CHICONAMEL,0,0,0,0
30, CHICONTEPEC,0,0,0,0
30, CHINAMECA,212,0,1,213
30, CHINAMPA DE GOROST,0,0,0,0
30, LAS CHOAPAS,4,10,0,14
30, CHOCAMAN,100,0,0,100
30, CHONTLA,0,0,1,1
30, CHUMATLAN,0,0,0,0
30, COAHUITLAN,0,0,0,0
30, COATEPEC,2027,18,35,2080
30, COATZACOALCOS,48,8,0,56
30, COATZINTLA,3,0,11,14
30, COLIPA,0,0,0,0
30, COSAUTLAN DE CARVA,0,0,0,0
30, COMAPA,0,0,0,0
30, CORDOBA,1545,345,53,1943
30, COSAMALOAPAN,1240,1146,574,2960
30, COSCOMATEPEC,27,65,4,96
30, COSOLEACAQUE,0,0,0,0
30, COTAXTLA,108,0,4,112
30, COXQUIHUI,0,0,0,0
30, COYUTLA,0,0,0,0
30, CUICHAPA,2084,346,8,2438
30, CUITLAHUAC,0,6,4,10
30, EMILIANO ZAPATA,171,0,1,172
30, ESPINAL,0,1,0,1
30, FILOMENO MATA,0,0,0,0
30, FORTIN,0,60,0,60
30, GUTIERREZ ZAMORA,0,12,0,12
30, HIDALGOTITLAN,0,0,1,1
30, HUATUSCO,186,0,8,194
30, HUAYACOCOTLA,0,0,0,0
30, HUEYAPAN DE OCAMPO,1315,590,0,1905
30, HUILOAPAN,0,60,0,60
30, IXCATEPEC,40,0,0,40
30, ISLA,2684,448,27,3159
30, IXHUACAN,42,0,0,42
30, IXHUATLAN DE MADER,0,0,2,2
30, IXHUATLANCILLO,0,0,0,0
30, IXMATLAHUACAN,0,0,0,0
30, IXTACZOQUITLAN,0,13,21,34
30, JALAPA,435,1,53,489
30, JALTIPAN DE MORELO,0,4,0,4
30, JAMAPA,0,0,32,32
30, JESUS CARRANZA,16,7,34,57
30, JICO,2,0,11,13
30, JILOTEPEC,0,0,0,0
30, JUAN RODRIGUEZ CLA,0,0,5,5
30, JUCHIQUE DE FERRER,0,0,2,2
30, LERDO DE TEJADA,1529,1093,4,2626
30, MAGDALENA,0,0,0,0
30, MALTRATA,0,1,0,1
30, MANLIO FABIO ALTAM,32,0,0,32
30, MARIANO ESCOBEDO,0,0,0,0
30, MARTINEZ DE LA TOR,1298,892,28,2218
30, MECATLAN,127,0,0,127
30, MECAYAPAN,0,0,0,0
30, MEDELLIN,0,0,2,2
30, MINATITLAN,0,1,0,1
30, MISANTLA,0,2,2,4
30, MIXTLA DE ALTAMIRA,0,0,0,0
30, NARANJAL,0,0,0,0
30, NAUTLA,0,0,0,0
30, NOGALES,0,0,0,0
30, OLUTA,0,0,0,0
30, OMEALCA,0,55,0,55
30, OTATITLAN,0,0,0,0
30, OZULUAMA,0,1,23,24
30, PANUCO,4227,3190,132,7549
30, PAPANTLA,4985,89,1,5075
30, PASO DE OVEJAS,565,0,2,567
30, PASO DEL MACHO,1235,714,21,1970
30, LA PERLA,0,0,0,0
30, PEROTE,0,0,2,2
30, PLATON SANCHEZ,0,1,49,50
30, PLAYA VICENTE,186,0,0,186
30, POZA RICA DE HIDAL,0,0,0,0
30, PUEBLO VIEJO,0,0,0,0
30, PUENTE NACIONAL,0,0,16,16
30, RAFAEL LUCIO,0,0,6,6
30, REYES,0,0,0,0
30, SAN ANDRES TUXTLA,0,0,0,0
30, SAN JUAN EVANGELIS,1,17,12,30
30, SANTIAGO TUXTLA,0,0,0,0
30, SAYULA,1,28,1,30
30, SOLEDAD ATZOMPA,0,0,0,0
30, SOLEDAD DE DOBLADO,0,6,6,12
30, SOTEAPAN,2086,0,0,2086
30, TAMALIN,0,0,2,2
30, TAMIAHUA,0,0,0,0
30, TAMPICO ALTO,0,0,2,2
30, TANCOCO,1,1,0,2
30, TANTIMA,0,0,0,0
30, TANTOYUCA,0,2,5,7
30, TATATILA,0,0,4,4
30, TEAYO,10,0,0,10
30, TECOLUTLA,0,0,0,0
30, TEHUIPANGO,0,0,0,0
30, TEMAPACHE,98,6,0,104
30, TEMPOAL,0,0,92,92
30, TENAMPA,0,0,0,0
30, RIO BLANCO,0,0,1,1
30, TENOCHTITLAN,0,0,0,0
30, TEOCELO,0,22,10,32
30, TEPATLAXCO,0,0,0,0
30, TEPETZINTLA,0,1,0,1
30, TEQUILA,0,0,0,0
30, JOSE AZUETA,0,3,0,3
30, TEXCATEPEC,0,0,0,0
30, TEXHUACAN,0,0,0,0
30, TEXISTEPEC,52,1,0,53
30, TEZONAPA,5969,3224,469,9662
30, TIERRA BLANCA,804,969,46,1819
30, TIHUATLAN,575,47,0,622
30, TLACHICHILCO,0,0,0,0
30, TLACOJALPAN,0,0,0,0
30, TLACOTALPAN,0,0,0,0
30, TRES VALLES,3281,939,71,4291
30, TLACOTEPEC,0,0,0,0
30, TLALIXCOYAN,144,0,2,146
30, TLAPACOYAN,0,10,30,40
30, TLILAPAN,0,0,0,0
30, TOMATLAN,0,1,8,9
30, TOTUTLA,40,0,0,40
30, TUXPAN,0,0,18,18
30, URSULO GALVAN,4660,823,132,5615
30, VEGA DE ALATORRE,0,9,3,12
30, VERACRUZ,12413,496,17,12926
30, LAS VIGAS DE RAMIR,6,17,15,38
30, VILLA ALDAMA,0,0,0,0
30, XOXOCOTLA,0,0,0,0
30, YANGA,0,0,0,0
30, YECUATLA,0,1,0,1
30, ZACUALPAN,0,0,0,0
30, UXPANAPA,7,6,0,13
30, TATAHUICAPAN DE JU,0,0,0,0
30, ZENTLA,0,0,0,0
30, ZONGOLICA,0,122,0,122
30, ZONTECOMATLAN,0,0,0,0
30, EL HIGO,847,67,2,916
31, ABALA,1,0,0,1
31, ACANCEH,1,0,2,3
31, AKIL,12,0,0,12
31, BOKOBA,0,0,0,0
31, BUCTZOTZ,1,0,0,1
31, CACALCHEN,0,0,0,0
31, CANSAHCAB,0,0,0,0
31, CANTAMAYEC,0,0,0,0
31, CELESTUN,0,0,55,55
31, CENOTILLO,0,0,0,0
31, CHACZINKIN,0,0,0,0
31, CHANKOM,0,0,0,0
31, CHEMAX,39,0,0,39
31, CHICHIMILA,0,0,0,0
31, CHICXULUB,0,0,1,1
31, CHIKINDZONOT,0,0,0,0
31, CHOCHOLA,0,0,0,0
31, CONKAL,0,0,1,1
31, CUNCUNUL,8,0,0,8
31, DZILAM DE BRAVO,0,0,20,20
31, DZILAM GONZALEZ,1,1,0,2
31, DZITAS,0,0,0,0
31, DZONCAUICH,2,0,0,2
31, ESPITA,30,8,0,38
31, HALACHO,0,0,0,0
31, HOCABA,0,0,0,0
31, HOCTUN,0,0,0,0
31, HOMUN,0,0,0,0
31, HUNUCMA,10,0,24,34
31, IZAMAL,191,0,0,191
31, KANASIN,0,4,4,8
31, KANTUNIL,0,0,0,0
31, KAUA,0,1,0,1
31, KINCHIL,0,0,0,0
31, MAMA,0,0,0,0
31, MAXCANU,0,1,0,1
31, MERIDA,4,12,231,247
31, MOCOCHA,0,0,1,1
31, MOTUL,7,0,0,7
31, MUNA,184,0,3,187
31, MUXUPIP,0,0,0,0
31, OXKUTZCAB,407,1,0,408
31, PANABA,2,0,0,2
31, PETO,51,0,0,51
31, PROGRESO,463,832,28,1323
31, QUINTANA ROO,0,0,0,0
31, RIO LAGARTOS,10,0,0,10
31, SACALUM,0,0,0,0
31, SAN FELIPE,0,0,20,20
31, SANTA ELENA,0,0,0,0
31, SEYE,0,0,1,1
31, SUCILA,0,0,0,0
31, SUDZAL,0,2,0,2
31, TAHDZIU,0,0,0,0
31, TAHMEK,0,0,0,0
31, TEKAL DE VENEGAS,5,0,0,5
31, TEKANTO,0,0,0,0
31, TEKAX,112,57,10,179
31, TEKIT,0,0,0,0
31, TECOH,0,0,0,0
31, TEKOM,0,0,0,0
31, TEMAX,0,0,0,0
31, TEMOZON,25,1,2,28
31, TETIZ,0,0,0,0
31, TICUL,180,1,0,181
31, TIMUCUY,0,0,0,0
31, TINUM,40,0,0,40
31, TIXCACALCUPUL,23,0,0,23
31, TIXKOKOB,0,0,1,1
31, TIXMEUAC,0,0,0,0
31, TIXPEUAL,10,0,0,10
31, TIZIMIN,393,10,4,407
31, TUNKAS,0,0,0,0
31, TZUCACAB,36,6,1,43
31, UAYMA,0,0,0,0
31, UMAN,0,5,30,35
31, VALLADOLID,2501,45,18,2564
31, YAXCABA,0,0,0,0
31, YOBAIN,0,0,0,0
32, APULCO,0,0,0,0
32, ATOLINGA,0,0,0,0
32, BENITO JUAREZ,50,5,1,56
32, CALERA,197,107,19,323
32, CANITAS DE FELIPE ,12,1,0,13
32, CHALCHIHUITES,0,1,6,7
32, CONCEPCION DEL ORO,0,0,0,0
32, CUAUHTEMOC,0,0,0,0
32, EL SALVADOR,0,0,0,0
32, FRESNILLO,3533,357,62,3952
32, GENERAL ENRIQUE ES,1,1,4,6
32, GENARO CODINA,344,0,0,344
32, GENERAL FRANCISCO ,274,3,2,279
32, GENERAL PANFILO NA,98,0,0,98
32, GUADALUPE,616,24,4,644
32, JALPA,105,0,0,105
32, JEREZ,226,97,2,325
32, JIMENEZ DEL TEUL,0,9,0,9
32, JUAN ALDAMA,228,4,6,238
32, LORETO,383,381,21,785
32, LUIS MOYA,1,2,5,8
32, MAZAPIL,710,1,3,714
32, MELCHOR OCAMPO,0,0,0,0
32, MEZQUITAL DEL ORO,0,0,0,0
32, MIGUEL AUZA,6015,44,7,6066
32, MOMAX,143,53,0,196
32, MONTE ESCOBEDO,333,14,16,363
32, MORELOS,900,0,5,905
32, NOCHISTLAN DE MEJI,0,0,0,0
32, NORIA DE ANGELES,4,0,0,4
32, OJOCALIENTE,485,28,3,516
32, PANUCO,1327,80,1,1408
32, PINOS,1187,19,0,1206
32, RIO GRANDE,586,173,5,764
32, SAIN ALTO,68,90,2,160
32, SOMBRERETE,1061,46,23,1130
32, SUSTICACAN,0,0,0,0
32, TABASCO,0,0,0,0
32, TEPECHITLAN,0,10,5,15
32, TEPETONGO,0,0,0,0
32, TEUL DE GONZALEZ O,0,0,1,1
32, TLALTENANGO DE SAN,301,17,2,320
32, VALPARAISO,0,11,0,11
32, VETAGRANDE,7,4,2,13
32, VILLA DE COS,1991,13,18,2022
32, VILLA GARCIA,508,11,0,519
32, VILLA GONZALEZ ORT,0,2,0,2
32, VILLA HIDALGO,287,0,0,287
32, VILLANUEVA,202,137,1,340
32, TRANCOSO,7,0,0,7
32, ZACATECAS,864,1,1,866
